#version,serial,flight,call,time,state,state_name,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage,accel_x,accel_y,accel_z,gyro_roll,gyro_pitch,gyro_yaw,mag_x,mag_y,mag_z,tilt,pyro,igniter_a,igniter_b,igniter_c,igniter_d,connected,locked,nsat,latitude,longitude,altitude,year,month,day,hour,minute,second,pad_dist,pad_range,pad_az,pad_el,pdop,hdop,vdop,sat01,sat02,sat03,sat04,sat05,sat06,sat07,sat08,sat09,sat10,sat11,sat12,sat13,sat14,sat15,sat16,sat17,sat18,sat19,sat20,sat21,sat22,sat23,sat24,sat25,sat26,sat27,sat28,sat29,sat30,sat31,sat32
6, 6583, 5,,    -0.10, 3,   boost,    0.98,  97794.00,  298.16,   -0.51,     NaN, 36.3, 4.12, 4.11, 4.12,   0.00,   0.00,   0.00,  66.23,  66.41,   0.00,   0.00,   0.00,   0.00,    NaN, 4.12, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  47.9868668, -81.8484808,   368.0, 2025,  8, 21, 18, 11, 46,        0,        0,   0,   0,   1.5,   0.8,   1.2,  0, 39,  0,  0,  0,  0,  0, 36,  0, 35,  0,  0,  0,  9, 38,  0,  0, 31,  0,  0,  0, 35, 32, 35,  0,  0, 32,  0,  0,  0,  0, 34
6, 6583, 5,,    -0.09, 3,   boost,   -1.47,  97803.00,  297.39,   -1.28,     NaN, 36.2, 4.12, 4.11, 4.12,   0.00,   0.00,   0.00,  66.23,  66.41,   0.00,   0.00,   0.00,   0.00,    NaN, 4.12, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  47.9868668, -81.8484808,   368.0, 2025,  8, 21, 18, 11, 46,        0,        0,   0,   0,   1.5,   0.8,   1.2,  0, 39,  0,  0,  0,  0,  0, 36,  0, 35,  0,  0,  0,  9, 38,  0,  0, 31,  0,  0,  0, 35, 32, 35,  0,  0, 32,  0,  0,  0,  0, 34
6, 6583, 5,,    -0.08, 3,   boost,   -3.92,  97792.00,  298.34,   -0.34,     NaN, 36.2, 4.12, 4.11, 4.12,   0.00,   0.00,   0.00,  66.23,  66.41,   0.00,   0.00,   0.00,   0.00,    NaN, 4.12, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  47.9868668, -81.8484808,   368.0, 2025,  8, 21, 18, 11, 46,        0,        0,   0,   0,   1.5,   0.8,   1.2,  0, 39,  0,  0,  0,  0,  0, 36,  0, 35,  0,  0,  0,  9, 38,  0,  0, 31,  0,  0,  0, 35, 32, 35,  0,  0, 32,  0,  0,  0,  0, 34
6, 6583, 5,,    -0.07, 3,   boost,    8.83,  97818.00,  296.11,   -2.57,     NaN, 36.3, 4.12, 4.11, 4.12,   0.00,   0.00,   0.00,  66.23,  66.41,   0.00,   0.00,   0.00,   0.00,    NaN, 4.12, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  47.9868668, -81.8484808,   368.0, 2025,  8, 21, 18, 11, 46,        0,        0,   0,   0,   1.5,   0.8,   1.2,  0, 39,  0,  0,  0,  0,  0, 36,  0, 35,  0,  0,  0,  9, 38,  0,  0, 31,  0,  0,  0, 35, 32, 35,  0,  0, 32,  0,  0,  0,  0, 34
6, 6583, 5,,    -0.06, 3,   boost,   80.90,  97897.00,  289.34,   -9.33,     NaN, 36.3, 4.12, 4.11, 4.12,   0.00,   0.00,   0.00,  66.23,  66.41,   0.00,   0.00,   0.00,   0.00,    NaN, 4.12, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  47.9868668, -81.8484808,   368.0, 2025,  8, 21, 18, 11, 46,        0,        0,   0,   0,   1.5,   0.8,   1.2,  0, 39,  0,  0,  0,  0,  0, 36,  0, 35,  0,  0,  0,  9, 38,  0,  0, 31,  0,  0,  0, 35, 32, 35,  0,  0, 32,  0,  0,  0,  0, 34
6, 6583, 5,,    -0.05, 3,   boost,   61.29,  97732.00,  303.48,    4.80,     NaN, 36.2, 4.12, 4.11, 4.12,   0.00,   0.00,   0.00,  66.23,  66.41,   0.00,   0.00,   0.00,   0.00,    NaN, 4.12, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  47.9868668, -81.8484808,   368.0, 2025,  8, 21, 18, 11, 46,        0,        0,   0,   0,   1.5,   0.8,   1.2,  0, 39,  0,  0,  0,  0,  0, 36,  0, 35,  0,  0,  0,  9, 38,  0,  0, 31,  0,  0,  0, 35, 32, 35,  0,  0, 32,  0,  0,  0,  0, 34
6, 6583, 5,,    -0.04, 3,   boost,   75.02,  97797.00,  297.91,   -0.77,     NaN, 36.3, 4.12, 4.11, 4.12,   0.00,   0.00,   0.00,  66.23,  66.41,   0.00,   0.00,   0.00,   0.00,    NaN, 4.12, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  47.9868668, -81.8484808,   368.0, 2025,  8, 21, 18, 11, 46,        0,        0,   0,   0,   1.5,   0.8,   1.2,  0, 39,  0,  0,  0,  0,  0, 36,  0, 35,  0,  0,  0,  9, 38,  0,  0, 31,  0,  0,  0, 35, 32, 35,  0,  0, 32,  0,  0,  0,  0, 34
6, 6583, 5,,    -0.03, 3,   boost,   79.92,  97746.00,  302.28,    3.60,     NaN, 36.2, 4.12, 4.11, 4.12,   0.00,   0.00,   0.00,  66.23,  66.41,   0.00,   0.00,   0.00,   0.00,    NaN, 4.12, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  47.9868668, -81.8484808,   368.0, 2025,  8, 21, 18, 11, 46,        0,        0,   0,   0,   1.5,   0.8,   1.2,  0, 39,  0,  0,  0,  0,  0, 36,  0, 35,  0,  0,  0,  9, 38,  0,  0, 31,  0,  0,  0, 35, 32, 35,  0,  0, 32,  0,  0,  0,  0, 34
6, 6583, 5,,    -0.02, 3,   boost,   77.96,  97758.00,  301.25,    2.57,     NaN, 36.3, 4.12, 4.11, 4.12,   0.00,   0.00,   0.00,  66.23,  66.41,   0.00,   0.00,   0.00,   0.00,    NaN, 4.12, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  47.9868668, -81.8484808,   368.0, 2025,  8, 21, 18, 11, 46,        0,        0,   0,   0,   1.5,   0.8,   1.2,  0, 39,  0,  0,  0,  0,  0, 36,  0, 35,  0,  0,  0,  9, 38,  0,  0, 31,  0,  0,  0, 35, 32, 35,  0,  0, 32,  0,  0,  0,  0, 34
6, 6583, 5,,    -0.01, 3,   boost,   75.51,  97765.00,  300.65,    1.97,     NaN, 36.3, 4.12, 4.11, 4.12,   0.00,   0.00,   0.00,  66.23,  66.41,   0.00,   0.00,   0.00,   0.00,    NaN, 4.12, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  47.9868668, -81.8484808,   368.0, 2025,  8, 21, 18, 11, 46,        0,        0,   0,   0,   1.5,   0.8,   1.2,  0, 39,  0,  0,  0,  0,  0, 36,  0, 35,  0,  0,  0,  9, 38,  0,  0, 31,  0,  0,  0, 35, 32, 35,  0,  0, 32,  0,  0,  0,  0, 34
6, 6583, 5,,     0.00, 3,   boost,   78.94,  97758.00,  301.25,    2.57,     NaN, 36.3, 4.12, 4.11, 4.12,   0.00,   0.00,   0.00,  66.23,  66.41,   0.00,   0.00,   0.00,   0.00,    NaN, 4.12, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  47.9868668, -81.8484808,   368.0, 2025,  8, 21, 18, 11, 46,        0,        0,   0,   0,   1.5,   0.8,   1.2,  0, 39,  0,  0,  0,  0,  0, 36,  0, 35,  0,  0,  0,  9, 38,  0,  0, 31,  0,  0,  0, 35, 32, 35,  0,  0, 32,  0,  0,  0,  0, 34
